ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Hour,Duration
A-1166798,MapQuest,201.0,3,2019-10-03 07:22:07,2019-10-03 08:21:56,37.709328,-122.467316,,,0.0,Accident on I-280 Northbound at Exit 49 CA-1 Junipero Serra Blvd Exit 49.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-10-03 06:56:00,55.0,55.0,80.0,29.98,10.0,W,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,07,59
A-1166837,MapQuest,201.0,2,2019-10-03 14:46:08,2019-10-03 15:15:43,37.747402,-122.404205,,,0.0,#4 #5 lane blocked due to accident on US-101 Northbound before Cesar Chavez St.,,US-101 N,R,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2019-10-03 14:56:00,65.0,65.0,52.0,29.97,10.0,W,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,29
A-1166841,MapQuest-Bing,201.0,2,2019-10-03 15:36:25,2019-10-03 16:05:58,37.724483,-122.40168,,,0.0,#3 lane blocked due to accident on US-101 Southbound before Paul Ave.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-10-03 15:56:00,65.0,65.0,54.0,29.97,10.0,W,25.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,29
A-1166856,MapQuest-Bing,201.0,3,2019-10-03 18:48:37,2019-10-03 19:33:16,37.774315,-122.406342,,,0.0,#1 lane blocked due to accident on I-80 Eastbound near 7th St.,,I-80 E,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2019-10-03 18:56:00,58.0,58.0,67.0,29.98,10.0,W,21.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,18,44
A-1169229,MapQuest-Bing,201.0,3,2019-10-04 05:23:25,2019-10-04 06:53:08,37.786991,-122.389854,,,0.0,#4 lane blocked due to accident on I-80 Bay Brg Westbound at Exit 4A Treasure Island Rd.,,I-80 E,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2019-10-04 05:53:00,50.0,50.0,86.0,30.09,10.0,ENE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,05,89
A-1169263,MapQuest,201.0,2,2019-10-04 08:45:39,2019-10-04 10:14:52,37.731976,-122.415405,,,0.0,Right hand shoulder blocked due to accident on I-280 Northbound at US-101 Exits 430A 430B 431.,,I-280 N,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-10-04 08:56:00,61.0,61.0,52.0,30.13,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,08,89
A-1169268,MapQuest,201.0,3,2019-10-04 09:11:37,2019-10-04 11:28:39,37.783825,-122.42101299999999,,,0.0,Two left lane blocked due to accident on US-101 Van Ness Ave Northbound at Ellis St.,900.0,Van Ness Ave,R,San Francisco,San Francisco,CA,94109-6912,US,US/Pacific,KOAK,2019-10-04 08:53:00,60.0,60.0,60.0,30.14,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,09,137
A-1169285,MapQuest,241.0,2,2019-10-04 13:16:42,2019-10-04 13:46:13,37.716026,-122.39877299999999,,,0.0,#2 lane blocked due to accident on US-101 Southbound at Tunnel Ave.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-10-04 12:56:00,70.0,70.0,36.0,30.13,10.0,NNE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13,29
A-1172888,MapQuest-Bing,201.0,3,2019-09-18 07:39:34,2019-09-18 09:10:41,37.729946000000005,-122.439507,,,0.0,#3 lane blocked due to accident on I-280 Northbound at Geneva Ave.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-09-18 07:56:00,68.0,68.0,73.0,29.94,10.0,SSW,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,07,91
A-1172916,MapQuest-Bing,201.0,2,2019-09-18 10:11:13,2019-09-18 12:05:28,37.722721,-122.400421,,,0.0,Accident on Bayshore Blvd at Wheat St.,1634.0,Bayshore Blvd,R,San Francisco,San Francisco,CA,94124-3112,US,US/Pacific,KSFO,2019-09-18 09:56:00,67.0,67.0,76.0,29.95,8.0,S,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10,114
A-1172957,MapQuest,201.0,2,2019-09-19 15:05:05,2019-09-19 16:05:57,37.7579,-122.404366,,,0.0,#1 lane blocked due to accident on US-101 Northbound after Exit 432 Bayshore Blvd.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-09-19 14:56:00,73.0,73.0,48.0,29.92,10.0,WNW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,60
A-1172963,MapQuest,201.0,2,2019-09-19 16:32:11,2019-09-19 17:17:04,37.750965,-122.403084,,,0.0,#1 lane blocked due to accident on US-101 Northbound after Cesar Chavez St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-09-19 16:53:00,74.0,74.0,48.0,29.91,10.0,W,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,44
A-1175264,MapQuest,241.0,3,2019-09-20 03:49:45,2019-09-20 05:04:31,37.719143,-122.448479,,,0.0,#1 and #2 lane blocked due to accident on I-280 Southbound at Geneva Ave.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-09-20 03:56:00,60.0,60.0,67.0,29.91,10.0,WSW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,03,74
A-1175279,MapQuest-Bing,201.0,2,2019-09-20 06:21:05,2019-09-20 07:35:43,37.711407,-122.45298000000001,,,0.0,Right hand shoulder blocked due to accident on Alemany Blvd Northbound at Lawrence Ave.,2980.0,Alemany Blvd,R,San Francisco,San Francisco,CA,94112-4002,US,US/Pacific,KSFO,2019-09-20 05:56:00,61.0,61.0,64.0,29.93,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,False,False,False,Night,Night,Day,Day,06,74
A-1175304,MapQuest,201.0,3,2019-09-20 09:07:32,2019-09-20 10:07:08,37.735199,-122.40669299999999,,,0.0,Accident on I-280 Northbound at US-101 Exits 430A 430B 431.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-09-20 08:56:00,67.0,67.0,66.0,29.95,10.0,ESE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,09,59
A-1175315,MapQuest-Bing,241.0,2,2019-09-20 10:59:12,2019-09-20 11:44:11,37.740299,-122.407845,,,0.0,#1 lane blocked due to accident on US-101 Northbound at I-280.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-09-20 10:56:00,71.0,71.0,57.0,29.96,10.0,E,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10,44
A-1175339,MapQuest-Bing,201.0,2,2019-09-20 14:53:20,2019-09-20 16:10:51,37.750069,-122.39045,,,0.0,Accident on Cesar Chavez at Indiana St.,1299.0,Cesar Chavez St,L,San Francisco,San Francisco,CA,94124-1221,US,US/Pacific,KSFO,2019-09-20 14:56:00,82.0,82.0,30.0,29.91,10.0,WNW,12.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,14,77
A-1175348,MapQuest-Bing,201.0,2,2019-09-20 16:00:11,2019-09-20 18:15:58,37.710819,-122.45571100000001,,,0.0,Right hand shoulder blocked due to accident on I-280 Northbound before Alemany Blvd.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-09-20 15:56:00,81.0,81.0,31.0,29.9,10.0,WNW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,135
A-1175353,MapQuest,201.0,2,2019-09-20 16:23:15,2019-09-20 17:08:21,37.750702000000004,-122.403168,,,0.0,#1 #2 lane blocked due to accident on US-101 Northbound after Cesar Chavez St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-09-20 15:53:00,81.0,81.0,39.0,29.9,10.0,W,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,45
A-1176251,MapQuest-Bing,201.0,2,2019-09-20 23:34:41,2019-09-21 04:34:16,37.769051,-122.409248,,,0.709999978542,Accident on entry ramp to I-80 Eastbound from US-101 Central Fwy Southbound.,331.0,Division St,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2019-09-20 23:56:00,67.0,67.0,61.0,29.91,10.0,NNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,23,299
A-1176296,MapQuest-Bing,201.0,2,2019-09-21 13:31:29,2019-09-21 15:59:43,37.80669,-122.474869,,,0.0,#1-#2 lane blocked due to accident on US-101 Southbound at Exit 439 Merchant Rd.,,CA-1 N,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2019-09-21 13:56:00,84.0,84.0,26.0,29.9,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13,148
A-1176979,MapQuest-Bing,241.0,2,2019-09-22 08:45:38,2019-09-22 10:00:43,37.769611,-122.416878,,,0.0,Slow lane blocked due to accident on US-101 Central Fwy Southbound at Exit 434A Van Ness Ave.,,US-101 S,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2019-09-22 08:56:00,61.0,61.0,81.0,29.93,10.0,WNW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,08,75
A-1176984,MapQuest-Bing,241.0,2,2019-09-22 11:16:56,2019-09-22 12:47:24,37.753136,-122.40280200000001,,,0.0,#2 lane blocked due to accident on US-101 Northbound at Exit 432 Bayshore Blvd.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-09-22 10:53:00,69.0,69.0,68.0,29.94,10.0,W,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,90
A-1176988,MapQuest,201.0,3,2019-09-22 12:11:34,2019-09-22 13:37:28,37.785686,-122.39328799999998,,,9.84000015259,#3 lane blocked due to accident on I-80 Westbound from Exit 8A I-580 Exit 9 to Exits 2B 2C 1st St. SigAlert issued.,509.0,Harrison St,L,San Francisco,San Francisco,CA,94105-3103,US,US/Pacific,KOAK,2019-09-22 11:53:00,70.0,70.0,61.0,29.92,10.0,WNW,12.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,85
A-1176994,MapQuest-Bing,201.0,3,2019-09-22 20:40:38,2019-09-22 22:41:42,37.778107,-122.401192,,,0.0,#2 #3 lane blocked due to accident on I-80 Eastbound at Exits 1 1C 7th St.,,I-80 E,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-09-22 20:53:00,64.0,64.0,78.0,29.92,10.0,W,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,20,121
A-1179292,MapQuest-Bing,241.0,2,2019-09-23 07:59:34,2019-09-23 09:14:10,37.80669,-122.474869,,,0.0,Lane blocked due to accident on US-101 Southbound near Exit 439 Merchant Rd. No recent updates.,,CA-1 N,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2019-09-23 07:56:00,60.0,60.0,86.0,29.95,10.0,NW,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,07,74
A-1179332,MapQuest,241.0,2,2019-09-23 14:18:33,2019-09-23 14:48:18,37.74942,-122.40408300000001,,,0.0,Lane blocked due to accident on US-101 Northbound at Exit 432 Bayshore Blvd.,2710.0,Cesar Chavez St,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-09-23 13:56:00,82.0,82.0,41.0,29.94,10.0,NW,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,29
A-1179347,MapQuest-Bing,245.0,2,2019-09-23 17:40:20,2019-09-23 18:10:07,37.752502,-122.403015,,,0.0,Two lanes blocked due to accident on US-101 Southbound at Exit 432 Bayshore Blvd.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-09-23 17:53:00,77.0,77.0,48.0,29.93,10.0,NNW,9.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17,29
A-1181748,MapQuest,201.0,2,2019-09-24 07:33:24,2019-09-24 08:45:04,37.769397999999995,-122.407494,,,0.0,#2 lane blocked due to accident on US-101 Central Fwy Southbound at Exit 433C Bryant St.,,Central Fwy,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2019-09-24 07:56:00,67.0,67.0,63.0,30.0,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,07,71
A-1181749,MapQuest-Bing,201.0,2,2019-09-24 07:53:00,2019-09-24 09:23:00,37.769131,-122.41896799999999,,,0.709999978542,Entry ramp to Us-101 Southbound from S Van Ness Ave restrictions on entry ramp due to accident.,,US-101 S,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2019-09-24 07:56:00,67.0,67.0,63.0,30.0,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,07,90
A-1181796,MapQuest,241.0,2,2019-09-24 16:27:11,2019-09-24 17:26:54,37.806389,-122.474747,,,0.0,Lane blocked due to accident on US-101 Southbound at Exit 439 Merchant Rd.,,CA-1 S,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2019-09-24 16:56:00,89.0,89.0,17.0,29.86,10.0,W,20.0,0.0,Fair,False,False,False,False,True,False,False,False,False,True,False,False,False,Day,Day,Day,Day,16,59
A-1181799,MapQuest,201.0,2,2019-09-24 16:33:34,2019-09-24 18:03:23,37.765419,-122.40486100000001,,,0.0,Accident on US-101 Northbound at I-80.,,Central Fwy,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2019-09-24 16:56:00,89.0,89.0,17.0,29.86,10.0,W,20.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,89
A-1181803,MapQuest-Bing,246.0,3,2019-09-24 16:57:04,2019-09-24 17:56:53,37.726269,-122.446053,,,0.0,Three lanes blocked due to accident on I-280 Southbound at Geneva Ave.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-09-24 16:56:00,89.0,89.0,17.0,29.86,10.0,W,20.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,59
A-1181805,MapQuest,201.0,3,2019-09-24 16:58:11,2019-09-24 17:28:00,37.719158,-122.44825700000001,,,0.0,Accident on I-280 Northbound at Alemany Blvd.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-09-24 16:56:00,89.0,89.0,17.0,29.86,10.0,W,20.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,29
A-1181829,MapQuest,201.0,3,2019-09-24 18:59:36,2019-09-24 20:17:37,37.761353,-122.39263899999999,,,0.0,Accident on I-280 Southbound at Mariposa St.,,I-280 S,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-09-24 18:53:00,79.0,79.0,38.0,29.85,10.0,WNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,18,78
A-1184213,MapQuest-Bing,201.0,2,2019-09-25 06:46:38,2019-09-25 08:16:16,37.752502,-122.403015,,,0.0,Right lane blocked due to accident on US-101 Southbound at Exit 432 Bayshore Blvd.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-09-25 06:53:00,67.0,67.0,63.0,29.79,10.0,NW,3.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day,06,89
A-1184271,MapQuest-Bing,201.0,3,2019-09-25 09:37:30,2019-09-25 10:37:20,37.724003,-122.40149699999999,,,0.0,Accident on I-280 Southbound at US-101 Exits 430A 430B 431.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-09-25 09:56:00,78.0,78.0,52.0,29.8,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,True,False,False,False,False,Day,Day,Day,Day,09,59
A-1184272,MapQuest-Bing,201.0,3,2019-09-25 09:37:13,2019-09-25 11:46:41,37.784672,-122.39246399999999,,,0.0,#3 and #4 lane blocked due to accident on I-80 Eastbound at Bryant St.,,Rincon St,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-09-25 09:53:00,76.0,76.0,58.0,29.8,10.0,WNW,9.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,09,129
A-1184308,MapQuest-Bing,201.0,3,2019-09-25 18:33:41,2019-09-25 19:33:09,37.770916,-122.405716,,,0.0,#3 lane blocked due to accident on I-80 Eastbound at Exit 1B US-101 Central Fwy.,,San Francisco-Oakland Bay Bridge,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2019-09-25 18:56:00,86.0,86.0,30.0,29.7,10.0,W,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,18,59
A-1184309,MapQuest-Bing,201.0,3,2019-09-25 18:48:00,2019-09-25 19:47:09,37.774315,-122.406342,,,0.0,#3 lane blocked due to accident on I-80 Eastbound at Exits 1 1C 7th St.,,I-80 E,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2019-09-25 18:56:00,86.0,86.0,30.0,29.7,10.0,W,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,18,59
A-1186279,MapQuest-Bing,201.0,2,2019-09-26 07:53:10,2019-09-26 08:38:00,37.735690999999996,-122.40677600000001,,,0.52999997139,Exit ramp from US-101 Northbound at Exits 430A 430B 431 to Alemany Blvd restrictions on exit ramp due to accident.,700.0,Bayshore Blvd,L,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-09-26 07:56:00,67.0,67.0,79.0,29.86,10.0,ENE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,07,44
A-1186290,MapQuest,201.0,3,2019-09-26 08:38:38,2019-09-26 09:38:26,37.750233,-122.39222,,,0.0,Accident on I-280 Southbound at Pennsylvania Ave.,,I-280 S,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-09-26 08:53:00,70.0,70.0,68.0,29.89,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,08,59
A-1186293,MapQuest-Bing,201.0,3,2019-09-26 08:46:58,2019-09-26 09:46:41,37.732166,-122.430733,,,0.0,Accident on I-280 Eastbound at Monterey Blvd.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-09-26 08:56:00,70.0,70.0,63.0,29.88,10.0,SSE,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,08,59
A-1188540,MapQuest-Bing,241.0,2,2019-09-27 07:49:04,2019-09-27 09:48:46,37.752502,-122.403015,,,0.0,Lane blocked due to accident on US-101 Southbound at Exit 432 Bayshore Blvd.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-09-27 07:53:00,64.0,64.0,84.0,29.94,5.0,W,12.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,07,119
A-1188605,MapQuest,201.0,2,2019-09-27 16:54:44,2019-09-27 17:24:26,37.758133,-122.40498400000001,,,0.0,Accident on US-101 Southbound at I-80.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-09-27 16:56:00,62.0,62.0,67.0,29.84,10.0,W,18.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,29
A-1188606,MapQuest,201.0,3,2019-09-27 16:54:14,2019-09-27 18:56:57,37.769051,-122.409248,,,0.709999978542,Entry ramp to I-80 Eastbound from Central Fwy Southbound lane blocked due to accident.,331.0,Division St,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2019-09-27 16:56:00,62.0,62.0,67.0,29.84,10.0,W,18.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,122
A-1188624,MapQuest,201.0,3,2019-09-27 18:39:46,2019-09-27 20:15:51,37.784672,-122.39246399999999,,,0.0,2 slow lane blocked due to accident on I-80 Westbound near Bryant St.,,Rincon St,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-09-27 18:53:00,60.0,60.0,75.0,29.84,10.0,W,16.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,18,96
A-1190005,MapQuest,245.0,3,2019-09-28 22:25:00,2019-09-28 23:54:34,37.801003,-122.37476299999999,,,0.0,Two lanes blocked due to accident on I-80 Eastbound after Bryant St.,,I-80 E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2019-09-28 22:53:00,59.0,59.0,55.0,29.82,10.0,NW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,22,89
A-1190052,MapQuest-Bing,201.0,2,2019-09-29 11:12:03,2019-09-29 12:26:08,37.709328,-122.467316,,,0.0,Right hand shoulder blocked due to accident on I-280 Northbound at Exit 49 CA-1 Junipero Serra Blvd Exit 49.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-09-29 10:56:00,63.0,63.0,54.0,29.95,10.0,W,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,74
A-1190053,MapQuest-Bing,201.0,2,2019-09-29 11:13:12,2019-09-29 12:13:00,37.761818,-122.405869,,,0.0,Accident on US-101 Northbound at Mariposa St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-09-29 10:53:00,63.0,63.0,48.0,29.96,10.0,SW,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,59
A-1190698,MapQuest-Bing,201.0,2,2019-08-31 09:11:41,2019-08-31 09:56:11,37.750889,-122.40293899999999,,,1.14999997616,Accident on entry ramp to US-101 Northbound from Cesar Chavez Eastbound.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-08-31 08:53:00,67.0,67.0,76.0,29.97,10.0,SW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,09,44
A-1190730,MapQuest,245.0,3,2019-08-31 20:38:42,2019-08-31 21:38:16,37.778107,-122.401192,,,0.0,Two lanes blocked due to accident on I-80 Eastbound at Exits 1 1C 7th St.,,I-80 E,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-08-31 20:53:00,70.0,70.0,71.0,29.89,10.0,WNW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,20,59
A-1190732,MapQuest,201.0,3,2019-08-31 21:20:08,2019-08-31 21:49:50,37.786991,-122.389854,,,0.0,Accident on I-80 Bay Brg Westbound at Exit 4A Treasure Island Rd.,,I-80 E,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2019-08-31 20:53:00,70.0,70.0,71.0,29.89,10.0,WNW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,21,29
A-1192707,MapQuest-Bing,201.0,2,2019-09-01 23:56:11,2019-09-02 01:10:47,37.784328,-122.39518000000001,,,0.0,Accident on Harrison St at 2nd St.,400.0,2nd St,R,San Francisco,San Francisco,CA,94107-1402,US,US/Pacific,KOAK,2019-09-01 23:53:00,66.0,66.0,73.0,29.91,10.0,WNW,7.0,0.0,Fair,True,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,23,74
A-1192720,MapQuest-Bing,201.0,3,2019-09-02 06:03:50,2019-09-02 07:04:39,37.709334999999996,-122.4673,,,0.0,Middle lane blocked due to accident on I-280 Northbound after John Daly Blvd.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-09-02 05:56:00,62.0,62.0,84.0,29.92,10.0,WNW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,06,60
A-1192729,MapQuest,201.0,2,2019-09-02 09:45:47,2019-09-02 10:45:15,37.769596,-122.416756,,,0.0,Slow lane blocked due to accident on US-101 Central Fwy Southbound at Exit 434A Van Ness Ave.,193.0,13th St,R,San Francisco,San Francisco,CA,94103-3719,US,US/Pacific,KSFO,2019-09-02 09:56:00,66.0,66.0,73.0,29.96,10.0,WNW,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,09,59
A-1192743,MapQuest,201.0,3,2019-09-02 14:57:53,2019-09-02 15:57:38,37.729939,-122.43998,,,0.0,2 right lane blocked due to accident on I-280 Southbound at Exit 52 San Jose Ave.,,I-280 S,R,San Francisco,San Francisco,CA,94131,US,US/Pacific,KSFO,2019-09-02 14:56:00,70.0,70.0,61.0,29.96,10.0,W,22.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,59
A-1195146,MapQuest-Bing,201.0,3,2019-09-03 08:45:31,2019-09-03 09:30:13,37.732166,-122.430733,,,0.0,#1 lane blocked due to accident on I-280 Northbound near Monterey Blvd.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-09-03 08:56:00,62.0,62.0,78.0,30.01,10.0,W,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,08,44
